Title,Year,Format,AVS,Catalogue
The Expendables 3,2014,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58247152,https://beqcatalogue.readthedocs.io/en/latest/58247152/
"Extremely Wicked, Shockingly Evil and Vile",2019,DTS-HD HR 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59411078,https://beqcatalogue.readthedocs.io/en/latest/59411078/
Fahreneit 451,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56847934,https://beqcatalogue.readthedocs.io/en/latest/56847934/
Fantastic Beasts and Where to Find Them,2016,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56737508,https://beqcatalogue.readthedocs.io/en/latest/56737508/
Fantastic Beasts: The Crimes of Grindelwald,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57678228,https://beqcatalogue.readthedocs.io/en/latest/57678228/
Fantastic Four,2015,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56811956,https://beqcatalogue.readthedocs.io/en/latest/56811956/
Fantasy Island,2020,Unrated DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59599398,https://beqcatalogue.readthedocs.io/en/latest/59599398/
The Fast and the Furious (1),2001,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56881060,https://beqcatalogue.readthedocs.io/en/latest/56881060/
2 Fast 2 Furious (2),2003,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56898642,https://beqcatalogue.readthedocs.io/en/latest/56898642/
Fast and the Furious:Tokyo Drift (3),2006,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56893542,https://beqcatalogue.readthedocs.io/en/latest/56893542/
Fast & Furious (4),2009,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58204968,https://beqcatalogue.readthedocs.io/en/latest/58204968/
Fast 5,June 11/2019,4K/UHD/DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58169488,https://beqcatalogue.readthedocs.io/en/latest/58169488/
Fast & Furious 6,2013,Theatrical DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58206304,https://beqcatalogue.readthedocs.io/en/latest/58206304/
Furious 7,2015,Extended DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57963128,https://beqcatalogue.readthedocs.io/en/latest/57963128/
Fate of the Furious (8),2017,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57963338,https://beqcatalogue.readthedocs.io/en/latest/57963338/
Fast and Furious Presents: Hobbs & Shaw,2019,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58731924,https://beqcatalogue.readthedocs.io/en/latest/58731924/
Fearless,2006,Mandarin DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57757458,https://beqcatalogue.readthedocs.io/en/latest/57757458/
Ferdinand,2017,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57792454,https://beqcatalogue.readthedocs.io/en/latest/57792454/
The Fifth Element,1997,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56921780,https://beqcatalogue.readthedocs.io/en/latest/56921780/
Fight Club,1999,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56872072,https://beqcatalogue.readthedocs.io/en/latest/56872072/
Final Kill,2020,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59495618,https://beqcatalogue.readthedocs.io/en/latest/59495618/
Final Score,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57071514,https://beqcatalogue.readthedocs.io/en/latest/57071514/
Finding Dory,2016,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58526520,https://beqcatalogue.readthedocs.io/en/latest/58526520/
Finding Nemo,2003,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56818076,https://beqcatalogue.readthedocs.io/en/latest/56818076/
The Finest Hours,2016,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57694770,https://beqcatalogue.readthedocs.io/en/latest/57694770/
First Man,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57313516,https://beqcatalogue.readthedocs.io/en/latest/57313516/
First Reformed,2017,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57005070,https://beqcatalogue.readthedocs.io/en/latest/57005070/
Flash Gordon,1980,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59883758,https://beqcatalogue.readthedocs.io/en/latest/59883758/
Flatliners,2017,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58333626,https://beqcatalogue.readthedocs.io/en/latest/58333626/
Flight of the Phoenix,2004,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57479532,https://beqcatalogue.readthedocs.io/en/latest/57479532/
Force of Nature,2020,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59827314,https://beqcatalogue.readthedocs.io/en/latest/59827314/
Ford v Ferrari,2019,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59177802,https://beqcatalogue.readthedocs.io/en/latest/59177802/
The Foreigner,2017,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56999850,https://beqcatalogue.readthedocs.io/en/latest/56999850/
The Fourth Phase,2016,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57917300,https://beqcatalogue.readthedocs.io/en/latest/57917300/
Freaks,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58968824,https://beqcatalogue.readthedocs.io/en/latest/58968824/
Free Fire,2016,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56994748,https://beqcatalogue.readthedocs.io/en/latest/56994748/
Frozen,2013,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58644582,https://beqcatalogue.readthedocs.io/en/latest/58644582/
Frozen II,2019,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59240060,https://beqcatalogue.readthedocs.io/en/latest/59240060/
Full Metal Jacket,1987,LPCM 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59259574,https://beqcatalogue.readthedocs.io/en/latest/59259574/
Fury,2014,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57144132,https://beqcatalogue.readthedocs.io/en/latest/57144132/
Galveston,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57322316,https://beqcatalogue.readthedocs.io/en/latest/57322316/
Game of Thrones S1,2011,Season 1 Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57535074,https://beqcatalogue.readthedocs.io/en/latest/57535074/
Game of Thrones S7,2011,Season 7 Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57719272,https://beqcatalogue.readthedocs.io/en/latest/57719272/
Game of Thrones S8,2011,Season 8 Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57907144,https://beqcatalogue.readthedocs.io/en/latest/57907144/
Gamer,2009,Extended DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57343270,https://beqcatalogue.readthedocs.io/en/latest/57343270/
Gangs of New York,2002,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58277222,https://beqcatalogue.readthedocs.io/en/latest/58277222/
Geostorm,2017,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56737876,https://beqcatalogue.readthedocs.io/en/latest/56737876/
Gemini Man,2019,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59035760,https://beqcatalogue.readthedocs.io/en/latest/59035760/
The Gentlemen,2020,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59405430,https://beqcatalogue.readthedocs.io/en/latest/59405430/
Getaway,2013,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57622602,https://beqcatalogue.readthedocs.io/en/latest/57622602/
Get Out,2017,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56759466,https://beqcatalogue.readthedocs.io/en/latest/56759466/
Get Smart,2008,DD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58207786,https://beqcatalogue.readthedocs.io/en/latest/58207786/
G.I. Joe: Rise of the Cobra,2009,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56623286,https://beqcatalogue.readthedocs.io/en/latest/56623286/
G.I. Joe: Retaliation,2013,TrueHD 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56626250,https://beqcatalogue.readthedocs.io/en/latest/56626250/
The Girl in the Spiders Web,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57519750,https://beqcatalogue.readthedocs.io/en/latest/57519750/
The Girl on the Train,2016,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56753530,https://beqcatalogue.readthedocs.io/en/latest/56753530/
Gladiator,2000,Extended Edition DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56788070,https://beqcatalogue.readthedocs.io/en/latest/56788070/
Glass,2019,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57855716,https://beqcatalogue.readthedocs.io/en/latest/57855716/
Glory,1989,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58370158,https://beqcatalogue.readthedocs.io/en/latest/58370158/
Ghostbusters (2016),2016,Extended Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57655832,https://beqcatalogue.readthedocs.io/en/latest/57655832/
Ghost in the Shell,2017,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56819342,https://beqcatalogue.readthedocs.io/en/latest/56819342/
God of War,2017,Mandarin DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58090780,https://beqcatalogue.readthedocs.io/en/latest/58090780/
Gods of Egypt,2016,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58302534,https://beqcatalogue.readthedocs.io/en/latest/58302534/
Godzilla (1998),1998,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58069598,https://beqcatalogue.readthedocs.io/en/latest/58069598/
Godzilla (2014),2014,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56806694,https://beqcatalogue.readthedocs.io/en/latest/56806694/
Godzilla King of the Monsters,2019,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58419046,https://beqcatalogue.readthedocs.io/en/latest/58419046/
The Golden Compass,2007,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57622554,https://beqcatalogue.readthedocs.io/en/latest/57622554/
The Gone in 60 Seconds,2000,LPCM 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57363354,https://beqcatalogue.readthedocs.io/en/latest/57363354/
Good Boys,2019,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58772336,https://beqcatalogue.readthedocs.io/en/latest/58772336/
The Good Dinosaur,2015,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56700386,https://beqcatalogue.readthedocs.io/en/latest/56700386/
The Good Liar,2019,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59162622,https://beqcatalogue.readthedocs.io/en/latest/59162622/
Goosebumps,2015,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57003936,https://beqcatalogue.readthedocs.io/en/latest/57003936/
Goosebumps 2,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57408846,https://beqcatalogue.readthedocs.io/en/latest/57408846/
Grand Isle,2019,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59393980,https://beqcatalogue.readthedocs.io/en/latest/59393980/
The Grandmaster,2013,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57518824,https://beqcatalogue.readthedocs.io/en/latest/57518824/
The Grand Grandmaster,2020,Chinese TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59668722,https://beqcatalogue.readthedocs.io/en/latest/59668722/
Gravity (Diamond Luxe Edition),2013,Atmos / DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57628514,https://beqcatalogue.readthedocs.io/en/latest/57628514/
The Greatest Showman,2017,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56618096,https://beqcatalogue.readthedocs.io/en/latest/56618096/
The Great Gatsby,2013,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58484570,https://beqcatalogue.readthedocs.io/en/latest/58484570/
The Great Wall,2016,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56880428,https://beqcatalogue.readthedocs.io/en/latest/56880428/
The Great War,2019,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59242246,https://beqcatalogue.readthedocs.io/en/latest/59242246/
Green Book,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57668738,https://beqcatalogue.readthedocs.io/en/latest/57668738/
Green Zone,2010,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58451394,https://beqcatalogue.readthedocs.io/en/latest/58451394/
Gretel and Hansel,2020,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59544838,https://beqcatalogue.readthedocs.io/en/latest/59544838/
The Grey,2012,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57222786,https://beqcatalogue.readthedocs.io/en/latest/57222786/
The Grinch,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57504822,https://beqcatalogue.readthedocs.io/en/latest/57504822/
The Grudge,2020,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59383768,https://beqcatalogue.readthedocs.io/en/latest/59383768/
Guardians of the Galaxy,2014,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57703514,https://beqcatalogue.readthedocs.io/en/latest/57703514/
Guardians of the Galaxy Vol 2,2017,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56747116,https://beqcatalogue.readthedocs.io/en/latest/56747116/
Gundala (Indonesian),2019,Indonesian DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59973728,https://beqcatalogue.readthedocs.io/en/latest/59973728/
Guns Akimbo,2020,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59509684,https://beqcatalogue.readthedocs.io/en/latest/59509684/
Hacksaw Ridge,2016,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57716630,https://beqcatalogue.readthedocs.io/en/latest/57716630/
Halloween (1978),1978,TrueHD 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56920974,https://beqcatalogue.readthedocs.io/en/latest/56920974/
Halloween (2018),2018,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57394256,https://beqcatalogue.readthedocs.io/en/latest/57394256/
Hancock,2008,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57033464,https://beqcatalogue.readthedocs.io/en/latest/57033464/
Hannibal,2001,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58027268,https://beqcatalogue.readthedocs.io/en/latest/58027268/
Hansel and Gretel:Witch Hunters,2013,TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56921006,https://beqcatalogue.readthedocs.io/en/latest/56921006/
Hans Zimmer:Live in Prague,2017,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56942058,https://beqcatalogue.readthedocs.io/en/latest/56942058/
Happy Death Day,2017,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56788932,https://beqcatalogue.readthedocs.io/en/latest/56788932/
Happy Death Day 2U,2019,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58017638,https://beqcatalogue.readthedocs.io/en/latest/58017638/
Hardcore Henry,2015,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57287842,https://beqcatalogue.readthedocs.io/en/latest/57287842/
Harriet,2019,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59152106,https://beqcatalogue.readthedocs.io/en/latest/59152106/
Harry Brown,2009,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57723992,https://beqcatalogue.readthedocs.io/en/latest/57723992/
Harry Potter and the Sorcerer's/Philosopher's Stone,2001,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56841524,https://beqcatalogue.readthedocs.io/en/latest/56841524/
Harry Potter and the Chamber of Secrets,2002,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56871206,https://beqcatalogue.readthedocs.io/en/latest/56871206/
Harry Potter and the Prisoner of Azkaban,2004,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56871910,https://beqcatalogue.readthedocs.io/en/latest/56871910/
Harry Potter and the Goblet of Fire,2005,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56875998,https://beqcatalogue.readthedocs.io/en/latest/56875998/
Harry Potter and the Order of the Phoenix,2007,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56876020,https://beqcatalogue.readthedocs.io/en/latest/56876020/
Harry Potter and the Half-Blood Prince,2009,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56876068,https://beqcatalogue.readthedocs.io/en/latest/56876068/
Harry Potter and the Deathly Hallows Pt.1,2010,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56876090,https://beqcatalogue.readthedocs.io/en/latest/56876090/
Harry Potter and the Deathly Hallows Pt.2,2011,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56876114,https://beqcatalogue.readthedocs.io/en/latest/56876114/
The Hateful 8,2015,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56865080,https://beqcatalogue.readthedocs.io/en/latest/56865080/
The Hate U Give,2018,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57466848,https://beqcatalogue.readthedocs.io/en/latest/57466848/
Haunt,2019,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59429554,https://beqcatalogue.readthedocs.io/en/latest/59429554/
The Haunting,1999,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59380920,https://beqcatalogue.readthedocs.io/en/latest/59380920/
Headhunters,2011,Norwegian DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59630390,https://beqcatalogue.readthedocs.io/en/latest/59630390/
Heat,1995,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56835120,https://beqcatalogue.readthedocs.io/en/latest/56835120/
Hellboy (2004),2004,Director's Cut Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58124452,https://beqcatalogue.readthedocs.io/en/latest/58124452/
Hellboy Animated: Sword of Stones,2006,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57867418,https://beqcatalogue.readthedocs.io/en/latest/57867418/
Hellboy Animated: Blood and Iron,2007,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57867448,https://beqcatalogue.readthedocs.io/en/latest/57867448/
Hellboy II: The Golden Army,2008,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58021942,https://beqcatalogue.readthedocs.io/en/latest/58021942/
Hellboy II: The Golden Army,2008,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57965174,https://beqcatalogue.readthedocs.io/en/latest/57965174/
Hellboy (2019),2019,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58275176,https://beqcatalogue.readthedocs.io/en/latest/58275176/
Hell Fest,2018,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57365062,https://beqcatalogue.readthedocs.io/en/latest/57365062/
Hell or High Water,2016,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59873536,https://beqcatalogue.readthedocs.io/en/latest/59873536/
Here Comes the Boom,2012,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58631762,https://beqcatalogue.readthedocs.io/en/latest/58631762/
Hereditary,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56733902,https://beqcatalogue.readthedocs.io/en/latest/56733902/
A Hidden Life,2019,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59429736,https://beqcatalogue.readthedocs.io/en/latest/59429736/
Higher Power,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57109010,https://beqcatalogue.readthedocs.io/en/latest/57109010/
Highlander,1986,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58484750,https://beqcatalogue.readthedocs.io/en/latest/58484750/
High Life,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57943514,https://beqcatalogue.readthedocs.io/en/latest/57943514/
Hitman:Unrated,2007,Unrated DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57287982,https://beqcatalogue.readthedocs.io/en/latest/57287982/
Hitman:Agent 47,2015,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57287566,https://beqcatalogue.readthedocs.io/en/latest/57287566/
The Hitman's Bodyguard,2017,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58308354,https://beqcatalogue.readthedocs.io/en/latest/58308354/
Hole in the Ground,2019,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58307722,https://beqcatalogue.readthedocs.io/en/latest/58307722/
Home,2015,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58489422,https://beqcatalogue.readthedocs.io/en/latest/58489422/
Homeward,2020,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59429164,https://beqcatalogue.readthedocs.io/en/latest/59429164/
Hook,1991,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57583424,https://beqcatalogue.readthedocs.io/en/latest/57583424/
Hotel Artemis,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56870606,https://beqcatalogue.readthedocs.io/en/latest/56870606/
Hotel Mumbai,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58177786,https://beqcatalogue.readthedocs.io/en/latest/58177786/
Hotel Transylvania 3:Summer Vacation,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56870030,https://beqcatalogue.readthedocs.io/en/latest/56870030/
Hot Fuzz,2007,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58526692,https://beqcatalogue.readthedocs.io/en/latest/58526692/
Hot Fuzz,2007,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58015214,https://beqcatalogue.readthedocs.io/en/latest/58015214/
The House,2017,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56816670,https://beqcatalogue.readthedocs.io/en/latest/56816670/
House of Flying Daggers,2004,LPCM 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57633648,https://beqcatalogue.readthedocs.io/en/latest/57633648/
The House with a Clock in its Walls,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57276892,https://beqcatalogue.readthedocs.io/en/latest/57276892/
How to Train Your Dragon,2010,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57414010,https://beqcatalogue.readthedocs.io/en/latest/57414010/
How to Train Your Dragon 2,2014,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56825620,https://beqcatalogue.readthedocs.io/en/latest/56825620/
How to Train Your Dragon: The Hidden World,2019,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57871780,https://beqcatalogue.readthedocs.io/en/latest/57871780/
Hugo,2011,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56815330,https://beqcatalogue.readthedocs.io/en/latest/56815330/
Hulk,2003,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58285966,https://beqcatalogue.readthedocs.io/en/latest/58285966/
The Hunger Games,2012,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57222576,https://beqcatalogue.readthedocs.io/en/latest/57222576/
The Hunger Games: Catching Fire,2013,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57613652,https://beqcatalogue.readthedocs.io/en/latest/57613652/
The Hunger Games: Mockingjay Part 1,2014,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57613814,https://beqcatalogue.readthedocs.io/en/latest/57613814/
The Hunger Games: Mockingjay Part 2,2015,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57615508,https://beqcatalogue.readthedocs.io/en/latest/57615508/
The Hunt,2020,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59398298,https://beqcatalogue.readthedocs.io/en/latest/59398298/
