Title,Year,Format,AVS,Catalogue
The Hobbit:An Unexpected Journey,2012,Extended DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56880172,https://beqcatalogue.readthedocs.io/en/latest/56880172/
The Hobbit:The Desolation of Smaug,2013,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56880342,https://beqcatalogue.readthedocs.io/en/latest/56880342/
The Hobbit:The Battle of the Five Armies,2014,Extended DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56883516,https://beqcatalogue.readthedocs.io/en/latest/56883516/
Lord of War,2005,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57777494,https://beqcatalogue.readthedocs.io/en/latest/57777494/
"Love, Simon",2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56819878,https://beqcatalogue.readthedocs.io/en/latest/56819878/
Lucy,2014,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56759212,https://beqcatalogue.readthedocs.io/en/latest/56759212/
Luther S1,2010,Season 1 DTS-HD MA 2.0,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59593104,https://beqcatalogue.readthedocs.io/en/latest/59593104/
Lying and Stealing,2019,TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58759752,https://beqcatalogue.readthedocs.io/en/latest/58759752/
Mad Max (1979),1979,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58079844,https://beqcatalogue.readthedocs.io/en/latest/58079844/
Mad Max 2:The Road Warrior (1981),1981,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58070586,https://beqcatalogue.readthedocs.io/en/latest/58070586/
Mad Max Fury Road,2015,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56876400,https://beqcatalogue.readthedocs.io/en/latest/56876400/
The Magnificent Seven,2016,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56777390,https://beqcatalogue.readthedocs.io/en/latest/56777390/
Maleficent,2014,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58525760,https://beqcatalogue.readthedocs.io/en/latest/58525760/
Maleficent: Mistress of Evil,2019,Atmos / DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59038550,https://beqcatalogue.readthedocs.io/en/latest/59038550/
Mamma Mia!,2008,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57922174,https://beqcatalogue.readthedocs.io/en/latest/57922174/
Mamma Mia! Here We Go Again,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57926284,https://beqcatalogue.readthedocs.io/en/latest/57926284/
Mandy,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57005200,https://beqcatalogue.readthedocs.io/en/latest/57005200/
The Man From U.N.C.L.E.,2015,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57379826,https://beqcatalogue.readthedocs.io/en/latest/57379826/
Man of Steel,2013,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56880904,https://beqcatalogue.readthedocs.io/en/latest/56880904/
Man on a Ledge,2012,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57869294,https://beqcatalogue.readthedocs.io/en/latest/57869294/
The Man Who Killed Don Quixote,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57476346,https://beqcatalogue.readthedocs.io/en/latest/57476346/
The Man Who Killed Hitler and then The Bigfoot,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57896272,https://beqcatalogue.readthedocs.io/en/latest/57896272/
The Purge: Election Year,2016,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56733956,https://beqcatalogue.readthedocs.io/en/latest/56733956/
The Martian (Extended Cut),2015,Extended Atmos / Theatrical DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57332462,https://beqcatalogue.readthedocs.io/en/latest/57332462/
Mary Poppins Returns,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57728274,https://beqcatalogue.readthedocs.io/en/latest/57728274/
Mary Queen of Scots,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57632844,https://beqcatalogue.readthedocs.io/en/latest/57632844/
The Mask of Zorro,1998,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56854850,https://beqcatalogue.readthedocs.io/en/latest/56854850/
Master and Commander,2003,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56746688,https://beqcatalogue.readthedocs.io/en/latest/56746688/
Master Z: The IP Man Legacy,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57756390,https://beqcatalogue.readthedocs.io/en/latest/57756390/
The Matrix,1999,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56814540,https://beqcatalogue.readthedocs.io/en/latest/56814540/
The Matrix Reloaded,2003,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57021694,https://beqcatalogue.readthedocs.io/en/latest/57021694/
The Matrix Revolutions,2003,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57022872,https://beqcatalogue.readthedocs.io/en/latest/57022872/
Max Payne,2008,Unrated DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58315074,https://beqcatalogue.readthedocs.io/en/latest/58315074/
The Maze Runner,2014,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56775356,https://beqcatalogue.readthedocs.io/en/latest/56775356/
The Maze Runner: Scorch Trials,2015,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56775408,https://beqcatalogue.readthedocs.io/en/latest/56775408/
The Maze Runner: Death Cure,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56775476,https://beqcatalogue.readthedocs.io/en/latest/56775476/
The Mechanic,2011,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57372702,https://beqcatalogue.readthedocs.io/en/latest/57372702/
The Mechanic:Resurrection,2016,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57372916,https://beqcatalogue.readthedocs.io/en/latest/57372916/
The Meg,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57044384,https://beqcatalogue.readthedocs.io/en/latest/57044384/
Megamind,2010,TrueHD 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57663478,https://beqcatalogue.readthedocs.io/en/latest/57663478/
Memento,2000,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58512416,https://beqcatalogue.readthedocs.io/en/latest/58512416/
Men in Black,1997,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57692814,https://beqcatalogue.readthedocs.io/en/latest/57692814/
Men in Black 2,2002,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57692930,https://beqcatalogue.readthedocs.io/en/latest/57692930/
Men in Black 3,2012,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57692984,https://beqcatalogue.readthedocs.io/en/latest/57692984/
Men in Black: International,2019,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58448158,https://beqcatalogue.readthedocs.io/en/latest/58448158/
Metallica:Through the Never,2013,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56926046,https://beqcatalogue.readthedocs.io/en/latest/56926046/
Miami Vice,2006,Director's Cut DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59912254,https://beqcatalogue.readthedocs.io/en/latest/59912254/
Mid90's,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57358450,https://beqcatalogue.readthedocs.io/en/latest/57358450/
Midnight Special,2016,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57694554,https://beqcatalogue.readthedocs.io/en/latest/57694554/
Midsommar,2019,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58632030,https://beqcatalogue.readthedocs.io/en/latest/58632030/
Midway,2019,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59213784,https://beqcatalogue.readthedocs.io/en/latest/59213784/
Mighty Morphin Power Rangers: The Movie,1995,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59915964,https://beqcatalogue.readthedocs.io/en/latest/59915964/
Minority Report,2002,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56854768,https://beqcatalogue.readthedocs.io/en/latest/56854768/
Mile 22,2018,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57104318,https://beqcatalogue.readthedocs.io/en/latest/57104318/
Minions,2015,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57617970,https://beqcatalogue.readthedocs.io/en/latest/57617970/
Missing Link,2019,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58322708,https://beqcatalogue.readthedocs.io/en/latest/58322708/
Mission Impossible,1996,TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57322644,https://beqcatalogue.readthedocs.io/en/latest/57322644/
Mission Impossible II,2000,TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57322704,https://beqcatalogue.readthedocs.io/en/latest/57322704/
Mission Impossible III,2006,TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57322744,https://beqcatalogue.readthedocs.io/en/latest/57322744/
Mission Impossible:Ghost Protocol,2011,TrueHD 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56885306,https://beqcatalogue.readthedocs.io/en/latest/56885306/
Mission Impossible:Rogue Nation,2015,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56885352,https://beqcatalogue.readthedocs.io/en/latest/56885352/
Mission Impossible:Fallout,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57075956,https://beqcatalogue.readthedocs.io/en/latest/57075956/
Miss Peregrine's Home for Peculiar Children,2016,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56926018,https://beqcatalogue.readthedocs.io/en/latest/56926018/
Moana,2016,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58424232,https://beqcatalogue.readthedocs.io/en/latest/58424232/
Molly's Game,2018,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56926964,https://beqcatalogue.readthedocs.io/en/latest/56926964/
Momentum,2015,TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58165274,https://beqcatalogue.readthedocs.io/en/latest/58165274/
Monsters Inc.,2001,Dolby TrueHD 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57965002,https://beqcatalogue.readthedocs.io/en/latest/57965002/
Monsters University,2013,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58501162,https://beqcatalogue.readthedocs.io/en/latest/58501162/
Monster Trucks,2016,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57508200,https://beqcatalogue.readthedocs.io/en/latest/57508200/
Moon,2009,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58312592,https://beqcatalogue.readthedocs.io/en/latest/58312592/
Morgan,2016,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57756576,https://beqcatalogue.readthedocs.io/en/latest/57756576/
Mortal Engines,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57691956,https://beqcatalogue.readthedocs.io/en/latest/57691956/
Mortal Kombat Legends: Scorpions Revenge,2020,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59510466,https://beqcatalogue.readthedocs.io/en/latest/59510466/
Mother,2017,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56824584,https://beqcatalogue.readthedocs.io/en/latest/56824584/
Motherless Brooklyn,2019,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59138978,https://beqcatalogue.readthedocs.io/en/latest/59138978/
The Mountain Between Us,2017,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56753272,https://beqcatalogue.readthedocs.io/en/latest/56753272/
The Mule,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57770720,https://beqcatalogue.readthedocs.io/en/latest/57770720/
The Mummy (2017),2017,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56903676,https://beqcatalogue.readthedocs.io/en/latest/56903676/
The Mummy (1999),1999,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57027324,https://beqcatalogue.readthedocs.io/en/latest/57027324/
The Mummy Returns,2001,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57033212,https://beqcatalogue.readthedocs.io/en/latest/57033212/
The Mummy:Tomb of the Dragon Emperor,2008,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57033340,https://beqcatalogue.readthedocs.io/en/latest/57033340/
The Scorpion King,2002,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58208012,https://beqcatalogue.readthedocs.io/en/latest/58208012/
Murder on the Orient Express,2017,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56881030,https://beqcatalogue.readthedocs.io/en/latest/56881030/
The Mustang,2019,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58207616,https://beqcatalogue.readthedocs.io/en/latest/58207616/
My Spy,2020,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59472482,https://beqcatalogue.readthedocs.io/en/latest/59472482/
The Natural,1984,Director's Cut Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58155100,https://beqcatalogue.readthedocs.io/en/latest/58155100/
Need for Speed,2014,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57309918,https://beqcatalogue.readthedocs.io/en/latest/57309918/
Ne Zha,2019,Mandarin DTS-HD MA 5.1 / Dubbed English Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59343640,https://beqcatalogue.readthedocs.io/en/latest/59343640/
The Nice Guys,2016,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59967660,https://beqcatalogue.readthedocs.io/en/latest/59967660/
Night at the Museum,2006,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57867376,https://beqcatalogue.readthedocs.io/en/latest/57867376/
Night at the Museum: Battle of the Smithsonian,2009,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57849326,https://beqcatalogue.readthedocs.io/en/latest/57849326/
Night at the Museum: Secret of the Tomb,2014,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57849486,https://beqcatalogue.readthedocs.io/en/latest/57849486/
Nightcrawler,2014,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56917638,https://beqcatalogue.readthedocs.io/en/latest/56917638/
The Nightmare Before Christmas,1993,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59355600,https://beqcatalogue.readthedocs.io/en/latest/59355600/
Night School,2018,Extended DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57379506,https://beqcatalogue.readthedocs.io/en/latest/57379506/
Now You See Me,2013,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56775552,https://beqcatalogue.readthedocs.io/en/latest/56775552/
Now You See Me 2,2016,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56775600,https://beqcatalogue.readthedocs.io/en/latest/56775600/
The Nun,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57219188,https://beqcatalogue.readthedocs.io/en/latest/57219188/
The Nutcracker and the Four Realms,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57504984,https://beqcatalogue.readthedocs.io/en/latest/57504984/
Oblivion,2013,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56742940,https://beqcatalogue.readthedocs.io/en/latest/56742940/
Ocean's 8,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56714208,https://beqcatalogue.readthedocs.io/en/latest/56714208/
Occupation,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56835808,https://beqcatalogue.readthedocs.io/en/latest/56835808/
Office Christmas Party,2016,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56746334,https://beqcatalogue.readthedocs.io/en/latest/56746334/
The Old Man and the Gun,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57520756,https://beqcatalogue.readthedocs.io/en/latest/57520756/
Olympus Has Fallen,2013,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57421646,https://beqcatalogue.readthedocs.io/en/latest/57421646/
Once Upon a Time in Hollywood,2019,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58888758,https://beqcatalogue.readthedocs.io/en/latest/58888758/
Only the Brave,2017,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56955794,https://beqcatalogue.readthedocs.io/en/latest/56955794/
Onward,2020,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59413186,https://beqcatalogue.readthedocs.io/en/latest/59413186/
Open Range,2003,DTS-HD MA 6.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59241602,https://beqcatalogue.readthedocs.io/en/latest/59241602/
Outbreak,1995,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59376394,https://beqcatalogue.readthedocs.io/en/latest/59376394/
The Outpost,2020,Amazon DD+,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59904294,https://beqcatalogue.readthedocs.io/en/latest/59904294/
The Outsider,2019,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59963044,https://beqcatalogue.readthedocs.io/en/latest/59963044/
Overlord,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57576246,https://beqcatalogue.readthedocs.io/en/latest/57576246/
Oz the Great and Powerful,2013,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58074366,https://beqcatalogue.readthedocs.io/en/latest/58074366/
Pacific Rim,2013,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56760572,https://beqcatalogue.readthedocs.io/en/latest/56760572/
Pacific Rim: Uprising,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56734568,https://beqcatalogue.readthedocs.io/en/latest/56734568/
Passengers,2016,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56742306,https://beqcatalogue.readthedocs.io/en/latest/56742306/
Pan,2015,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58092668,https://beqcatalogue.readthedocs.io/en/latest/58092668/
Pan's Labyrinth,2006,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58645316,https://beqcatalogue.readthedocs.io/en/latest/58645316/
Pandas,2018,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57996332,https://beqcatalogue.readthedocs.io/en/latest/57996332/
Pandorum,Jan.19/2010,BD/TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56888302,https://beqcatalogue.readthedocs.io/en/latest/56888302/
Papillon,2017,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57089762,https://beqcatalogue.readthedocs.io/en/latest/57089762/
Parasite,2019,Korean Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59179592,https://beqcatalogue.readthedocs.io/en/latest/59179592/
The Patriot,2000,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57741958,https://beqcatalogue.readthedocs.io/en/latest/57741958/
Patriots Day,2016,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58318106,https://beqcatalogue.readthedocs.io/en/latest/58318106/
Paycheck,2003,TrueHD 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58307030,https://beqcatalogue.readthedocs.io/en/latest/58307030/
Peaky Blinders S1,2013,Season 1 DTS-HD MA 2.0,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59355510,https://beqcatalogue.readthedocs.io/en/latest/59355510/
Peaky Blinders S2,2013,Season 2 DTS-HD MA 2.0,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59355952,https://beqcatalogue.readthedocs.io/en/latest/59355952/
Peaky Blinders S3,2013,Season 3 DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59355980,https://beqcatalogue.readthedocs.io/en/latest/59355980/
Peaky Blinders S4,2013,Season 4 DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59356018,https://beqcatalogue.readthedocs.io/en/latest/59356018/
Peaky Blinders S5,2013,Season 5 ,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59359768,https://beqcatalogue.readthedocs.io/en/latest/59359768/
The Peanut Butter Falcon,2019,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-59254382,https://beqcatalogue.readthedocs.io/en/latest/59254382/
Pearl Harbour,2001,LPCM 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58037622,https://beqcatalogue.readthedocs.io/en/latest/58037622/
Percy Jackson:Sea of Monsters,2013,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58316866,https://beqcatalogue.readthedocs.io/en/latest/58316866/
Percy Jackson and the Olympians:Lightning Thief,2010,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58316998,https://beqcatalogue.readthedocs.io/en/latest/58316998/
Perfume:The Story of a Murder,2006,DTS-HR 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57023242,https://beqcatalogue.readthedocs.io/en/latest/57023242/
Peppermint,2018,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57259796,https://beqcatalogue.readthedocs.io/en/latest/57259796/
Peter Rabbit,2018,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56747904,https://beqcatalogue.readthedocs.io/en/latest/56747904/
Pet Sematary,2019,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58240102,https://beqcatalogue.readthedocs.io/en/latest/58240102/
Phantom Thread,2017,DTS:X,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57023200,https://beqcatalogue.readthedocs.io/en/latest/57023200/
Phone Booth,2002,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56894132,https://beqcatalogue.readthedocs.io/en/latest/56894132/
Pirates of the Caribbean: The Curse of the Black Pearl,2003,LPCM 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57015368,https://beqcatalogue.readthedocs.io/en/latest/57015368/
Pirates of the Caribbean: Dead Man's Chest,2006,LPCM 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57017810,https://beqcatalogue.readthedocs.io/en/latest/57017810/
Pirates of the Caribbean: At Worlds End,2007,LPCM 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57017956,https://beqcatalogue.readthedocs.io/en/latest/57017956/
Pirates of the Caribbean: On Stranger Tides,2011,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57018300,https://beqcatalogue.readthedocs.io/en/latest/57018300/
Pirates of the Caribbean: Dead Men Tell No Tales,2017,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56753124,https://beqcatalogue.readthedocs.io/en/latest/56753124/
Pitch Black,2000,DC DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56885466,https://beqcatalogue.readthedocs.io/en/latest/56885466/
The Chronicles of Riddick,2004,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56887052,https://beqcatalogue.readthedocs.io/en/latest/56887052/
Riddick,2013,DC DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56885378,https://beqcatalogue.readthedocs.io/en/latest/56885378/
Pixels,2015,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57652974,https://beqcatalogue.readthedocs.io/en/latest/57652974/
Planet Earth II,2016,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-56885188,https://beqcatalogue.readthedocs.io/en/latest/56885188/
Rise of the Planet of the Apes,2011,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57687736,https://beqcatalogue.readthedocs.io/en/latest/57687736/
Dawn of the Planet of the Apes,2014,DTS-HD MA 7.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57688460,https://beqcatalogue.readthedocs.io/en/latest/57688460/
War for the Planet of the Apes,2017,Atmos,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-57688608,https://beqcatalogue.readthedocs.io/en/latest/57688608/
Playing with Fire,1986,DTS-HD MA 5.1,https://www.avsforum.com/threads/bass-eq-for-filtered-movies.2995212/post-58449668,https://beqcatalogue.readthedocs.io/en/latest/58449668/
